Name,Latitude,Longitude,ZCTA5CE10
P.S. 095 The Gravesend,40.595996,-73.974664,11223
I.S. 096 Seth Low,40.608135,-73.984985,11204
P.S. 97 The Highlawn,40.601191,-73.98557,11223
I.S. 98 Bay Academy,40.583893,-73.954047,11235
P.S. 099 Isaac Asimov,40.621474,-73.966031,11230
P.S. 100 The Coney Island School,40.577591,-73.97083,11224
P.S. 101 The Verrazano,40.597379,-73.991962,11214
P.S. 121 Nelson A. Rockefeller,40.622671,-73.978472,11204
P.S. 128 Bensonhurst,40.60498,-73.995084,11214
P.S. 153 Homecrest,40.601179,-73.960027,11229
P.S. 177 The Marlboro,40.608169,-73.974425,11223
P.S. 188 Michael E. Berdy,40.576733,-74.000489,11224
P.S. 199 Frederick Wachtel,40.61631,-73.963026,11230
P.S. 209 Margaret Mead,40.5868,-73.961191,11235
P.S. 212 Lady Deborah Moody,40.587612,-73.985368,11214
P.S. 215 Morris H. Weiss,40.602722,-73.970171,11223
P.S. 216 Arturo Toscanini,40.59,-73.969647,11223
P.S. K225 - The Eileen E. Zaglin,40.58026,-73.955856,11235
P.S. 226 Alfred De B. Mason,40.615405,-73.977099,11204
I.S. 228 David A. Boody,40.60066,-73.976801,11223
P.S. 238 Anne Sullivan,40.608801,-73.964586,11223
Mark Twain I.S. 239 for the Gifted & Talented,40.57864,-73.992447,11224
P.S. 253,40.580237,-73.961962,11235
I.S. 281 Joseph B Cavallaro,40.594648,-73.993565,11214
P.S. 288 The Shirley Tanyhill,40.574029,-73.992393,11224
I.S. 303 Herbert S. Eisenberg,40.582518,-73.972009,11224
P.S. 329 Surfside,40.574666,-73.99577,11224
International High School at Lafayette,40.593028,-73.986313,11214
Rachel Carson High School for Coastal Studies,40.582518,-73.972009,11224
High School of Sports Management,40.593028,-73.986313,11214
Abraham Lincoln High School,40.582627,-73.968733,11235
Kingsborough Early College School,40.593028,-73.986313,11214
Edward R. Murrow High School,40.619671,-73.959141,11230
John Dewey High School,40.58807,-73.981925,11223
Life Academy High School for Film and Music,40.593028,-73.986313,11214
Leaders High School,40.593028,-73.986313,11214
William E. Grady Career and Technical Education Hi,40.583263,-73.963764,11235
Brooklyn Studio Secondary School,40.60498,-73.995084,11214
Liberation Diploma Plus,40.576976,-73.985413,11224
Brooklyn's Daily Discovery Pre-K Center,40.616487,-73.978094,11204
J.H.S. 014 Shell Bank,40.593232,-73.938107,11235
P.S. 052 Sheepshead Bay,40.588372,-73.940135,11235
J.H.S. 078 Roy H. Mann,40.620537,-73.912914,11234
P.S. 109,40.635842,-73.933099,11203
P.S. 119 Amersfort,40.626038,-73.938733,11210
P.S. K134,40.632145,-73.97318,11230
P.S. 139 Alexine A. Fenty,40.64134,-73.965862,11226
School of Science & Technology,40.632619,-73.954269,11210
P.S. 193 Gil Hodges,40.62208,-73.950321,11210
P.S. 194 Raoul Wallenberg,40.598069,-73.934163,11229
P.S. 195 Manhattan Beach,40.580161,-73.943498,11235
P.S. 197 - The Kings Highway Academy,40.612339,-73.951398,11210
P.S. 198 Brooklyn,40.637601,-73.937083,11203
P.S. 203 Floyd Bennett School,40.622108,-73.925732,11234
P.S. 206 Joseph F Lamb,40.596876,-73.948453,11229
P.S. 207 Elizabeth G. Leary,40.613981,-73.930485,11234
P.S. 217 Colonel David Marcus School,40.633482,-73.966442,11230
P.S. 222 Katherine R. Snyder,40.614005,-73.939205,11234
J.H.S. 234 Arthur W. Cunningham,40.604447,-73.955217,11229
P.S. 236 Mill Basin,40.615494,-73.912005,11234
Andries Hudde,40.623788,-73.946836,11210
P.S. 245,40.644927,-73.962743,11226
P.S. 251 Paerdegat,40.63195,-73.923894,11234
P.S. 254 Dag Hammarskjold,40.591103,-73.95155,11235
P.S. 255 Barbara Reing School,40.604461,-73.955891,11229
P.S. 277 Gerritsen Beach,40.595798,-73.92785,11234
J.H.S. 278 Marine Park,40.606745,-73.938721,11229
P.S. 312 Bergen Beach,40.622442,-73.909554,11234
P.S. K315,40.632619,-73.954269,11210
P.S. 326,40.628417,-73.92825,11234
P.S. 361 East Flatbush Early Childhood School,40.637625,-73.947672,11210
I. S. 381,40.623788,-73.946836,11210
Midwood High School,40.632829,-73.952356,11210
James Madison High School,40.610499,-73.947661,11229
Leon M. Goldstein High School for the Sciences,40.578356,-73.934449,11235
Brooklyn College Academy,40.649055,-73.972312,11218
Origins High School,40.593157,-73.936635,11235
Professional Pathways High School,40.593157,-73.936635,11235
The Joan Snow Pre-K Center,40.630109,-73.966208,11230
P.S. 889,40.644861,-73.97101,11218
M.S. 890,40.644861,-73.97101,11218
P.S. 041 Francis White,40.660455,-73.906925,11212
P.S. 137 Rachel Jean Mitchell,40.682248,-73.916641,11233
P.S. 150 Christopher,40.668768,-73.90514,11212
P.S./ I.S. 155 Nicholas Herkimer,40.677634,-73.908682,11233
P.S. 156 Waverly,40.665553,-73.91788,11212
P.S. 165 Ida Posner,40.657061,-73.910938,11212
P.S. 178 Saint Clair Mckelway,40.67538,-73.915337,11233
P.S. 184 Newport,40.660385,-73.905004,11212
"The Gregory Jocko Jackson School of Sports, Art, a",40.666942,-73.907634,11212
P.S. 298 Dr. Betty Shabazz,40.671015,-73.907718,11212
P.S./I.S. 323,40.666187,-73.911279,11212
P.S. 327 Dr. Rose B. English,40.668232,-73.911788,11212
Brownsville Collaborative Middle School,40.671015,-73.907718,11212
I.S. 392,40.665553,-73.91788,11212
Christopher Avenue Community School,40.672216,-73.906018,11212
Riverdale Avenue Community School,40.659618,-73.913508,11212
Brooklyn Collegiate: A College Board School,40.674456,-73.912685,11233
Frederick Douglass Academy VII High School,40.665568,-73.912102,11212
Kappa V (Knowledge and Power Preparatory Academy),40.655644,-73.906662,11212
Mott Hall IV,40.660455,-73.906925,11212
Brooklyn Landmark Elementary School,40.680679,-73.910719,11233
Brooklyn Democracy Academy,40.655644,-73.906662,11212
Eagle Academy for Young Men II,40.678124,-73.915106,11233
Metropolitan Diploma Plus High School,40.655644,-73.906662,11212
Brooklyn Environmental Exploration School (BEES),40.680679,-73.910719,11233
Riverdale Avenue Middle School,40.659618,-73.913508,11212
Mott Hall Bridges Academy,40.666187,-73.911279,11212
Teachers Preparatory High School,40.665568,-73.912102,11212
I.S. 5 - The Walter Crowley Intermediate School,40.737405,-73.888133,11373
P.S. 007 Louis F. Simeone,40.739644,-73.882446,11373
P.S. 012 James B. Colgate,40.742284,-73.893466,11377
P.S. 013 Clement C. Moore,40.737441,-73.867662,11373
P.S. 014 Fairview,40.74102,-73.85457,11368
P.S. Q016 The Nancy DeBenedittis School,40.748996,-73.860547,11368
P.S. 019 Marino Jeantet,40.7486,-73.866557,11368
P.S. 28 - The Thomas Emanuel Early Childhood Cente,40.747017,-73.854268,11368
P.S. 049 Dorothy Bonawit Kole,40.719567,-73.875493,11379
P.S. 58 - The School of Heroes,40.728517,-73.890638,11378
I.S. 061 Leonardo Da Vinci,40.741898,-73.862886,11368
P.S. 068 Cambridge,40.696961,-73.897372,11385
P.S. 071 Forest,40.711388,-73.904798,11385
I.S. 73 - The Frank Sansivieri Intermediate School,40.728558,-73.893318,11378
Joseph F. Quinn Intermediate School 77,40.699101,-73.902147,11385
P.S. 81Q Jean Paul Richter,40.703942,-73.911885,11385
P.S./I.S. 087 Middle Village,40.711559,-73.871674,11379
P.S. 088 Seneca,40.704105,-73.896437,11385
P.S. 89Q: The Jose Peralta School of Dreamers,40.745963,-73.879641,11373
P.S. 091 Richard Arkwright,40.703503,-73.883995,11385
I.S. 093 Ridgewood,40.705609,-73.903057,11385
P.S. 102 Bayview,40.733033,-73.878243,11373
P.S. 110,40.745995,-73.866372,11368
P.S./I.S. 113 Anthony J. Pranzo,40.705476,-73.861493,11385
P.S./I.S. 119 The Glendale,40.705187,-73.875073,11385
I.S. 125 Thom J. McCann Woodside,40.740452,-73.918762,11377
"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",40.715005,-73.885974,11379
P.S. 143 Louis Armstrong,40.755393,-73.855715,11368
P.S. 153 Maspeth Elem,40.716296,-73.904463,11378
P.S. 199 Maurice A. Fitzgerald,40.739831,-73.926081,11104
Elm Tree Elementary School,40.741139,-73.863408,11368
P.S. 229 Emanuel Kaplan,40.734682,-73.897108,11377
International High School for Health Sciences,40.740824,-73.874129,11373
P.S. 239,40.699431,-73.903838,11385
Academy of Finance and Enterprise,40.744175,-73.937004,11101
High School of Applied Communication,40.744175,-73.937004,11101
A.C.E. Academy for Scholars at the Geraldine Ferra,40.71303,-73.908307,11385
Civic Leadership Academy,40.743228,-73.871505,11373
Pan American International High School,40.743228,-73.871505,11373
Bard High School Early College Queens,40.744175,-73.937004,11101
Learners and Leaders,40.706837,-73.91499,11385
Pioneer Academy,40.749175,-73.865787,11368
Corona Arts & Sciences Academy,40.74592,-73.865239,11368
Helen M. Marshall School,40.757888,-73.859202,11368
Mosaic Pre-K Center,40.701694,-73.883878,11385
The Children's Lab School,40.74258,-73.922604,11104
MS 419,40.759436,-73.858714,11368
Newtown High School,40.740824,-73.874129,11373
Grover Cleveland High School,40.711881,-73.909202,11385
Middle College High School at LaGuardia Community,40.743253,-73.933316,11101
International High School at LaGuardia Community C,40.743253,-73.933316,11101
High School for Arts and Business,40.737673,-73.853412,11368
"Robert F. Wagner, Jr. Secondary School for Arts an",40.742217,-73.936442,11101
Maspeth High School,40.729104,-73.887909,11378
Queens Technical High School,40.741658,-73.927995,11101
Aviation Career & Technical Education High School,40.743309,-73.929577,11101
VOYAGES Preparatory,40.743228,-73.871505,11373
P.S. 020 John Bowne,40.758347,-73.824388,11355
P.S. 021 Edward Hart,40.774134,-73.818581,11354
P.S. 022 Thomas Jefferson,40.761744,-73.811373,11355
P.S. 024 Andrew Jackson,40.751972,-73.8181,11355
I.S. 025 Adrien Block,40.764884,-73.789365,11358
P.S. 029 Queens,40.778029,-73.842967,11356
P.S. 032 State Street,40.765459,-73.794323,11358
P.S. 079 Francis Lewis,40.786201,-73.817338,11357
P.S. 107 Thomas A Dooley,40.755364,-73.799476,11358
P.S. 120 Queens,40.745215,-73.828674,11355
P.S. 129 Patricia Larkin,40.789926,-73.839505,11356
P.S. 130,40.760219,-73.784009,11361
P.S. 154 Queens,40.726473,-73.80775,11366
P.S. 163 Flushing Heights,40.741107,-73.808765,11365
P.S. 164 Queens Valley,40.721514,-73.823569,11367
P.S. 165 Edith K. Bergtraum,40.729746,-73.816966,11367
P.S. 169 Bay Terrace,40.782331,-73.77843,11360
P.S. 184 Flushing Manor,40.778334,-73.799158,11357
J.H.S. 185 Edward Bleeker,40.774906,-73.818607,11354
J.H.S. 189 Daniel Carter Beard,40.759963,-73.818399,11355
P.S. 193 Alfred J. Kennedy,40.792053,-73.808987,11357
J.H.S. 194 William Carr,40.783231,-73.80699,11357
P.S./M.S. 200 - The Magnet School of Global Studie,40.73107,-73.805759,11365
P.S. 201 The Discovery School for Inquiry and Rese,40.736541,-73.813011,11367
P.S. 209 Clearview Gardens,40.783777,-73.795845,11357
P.S. 214 Cadwallader Colden,40.770215,-73.827606,11354
P.S. 219 Paul Klapper,40.737448,-73.823841,11367
I.S. 237,40.74943,-73.821402,11355
Veritas Academy,40.764892,-73.826811,11354
Queens High School for Language Studies,40.764892,-73.826811,11354
P.S. 242 Leonard P. Stavisky Early Childhood Schoo,40.769752,-73.832005,11354
The Active Learning Elementary School,40.754483,-73.826192,11355
I.S. 250 The Robert F. Kennedy Community Middle Sc,40.724195,-73.80938,11366
"Queens School of Inquiry, The",40.724195,-73.80938,11366
Flushing International High School,40.759963,-73.818399,11355
East-West School of International Studies,40.74943,-73.821402,11355
World Journalism Preparatory: A College Board Scho,40.764884,-73.789365,11358
BELL Academy,40.782331,-73.77843,11360
College Point Collaborative,40.785129,-73.843504,11356
District 25 Pre-K Center,40.785787,-73.826154,11357
John Bowne High School,40.737448,-73.823841,11367
Flushing High School,40.764892,-73.826811,11354
"The Queens College School for Math, Science and Te",40.738599,-73.820821,11367
Townsend Harris High School,40.737038,-73.821532,11367
Queens Academy High School,40.765624,-73.828279,11354
Robert F. Kennedy Community High School,40.72528,-73.811408,11367
North Queens Community High School,40.720586,-73.819664,11367
Flushing Evening High Schl M/W,40.764892,-73.826811,11354
P.S. 018 Winchester,40.731853,-73.73229,11427
P.S. 026 Rufus King,40.735935,-73.777607,11365
P.S. 031 Bayside,40.757701,-73.768994,11361
P.S. 041 Crocheron,40.770155,-73.771225,11361
P.S. 046 Alley Pond,40.745744,-73.758042,11364
J.H.S. 067 Louis Pasteur,40.762241,-73.734832,11362
J.H.S. 074 Nathaniel Hawthorne,40.744743,-73.766653,11364
P.S. 094 David D. Porter,40.771258,-73.738703,11363
P.S. 098 The Douglaston School,40.768906,-73.749998,11363
The James J. Ambrose School,40.744201,-73.709404,11004
P.S. 133 The Bellerose School of Excellence,40.732458,-73.717819,11426
M.S. 158 Marie Curie,40.756562,-73.771878,11361
P.S. 159,40.770108,-73.783973,11361
P.S. 162 John Golden,40.748405,-73.776576,11364
Irwin Altman Middle School 172,40.741409,-73.713245,11004
P.S. 173 Fresh Meadows,40.734097,-73.795651,11365
P.S./ IS 178 Holliswood,40.724061,-73.777314,11423
P.S. 186 Castlewood,40.749556,-73.721594,11426
P.S. 188 Kingsbury,40.736063,-73.753985,11364
P.S. 191 Mayflower,40.734266,-73.708617,11001
P.S. 203 Oakland Gardens,40.753606,-73.759822,11361
P.S. 205 Alexander Graham Bell,40.738008,-73.756374,11364
P.S. 213 The Carl Ullman School,40.747457,-73.74539,11364
J.H.S. 216 George J. Ryan,40.737188,-73.794501,11365
P.S. 221 The North Hills School,40.758808,-73.731518,11362
P.S./I.S. 266,40.746128,-73.728415,11426
Business Technology Early College High School,40.733888,-73.739726,11427
P.S. 376,40.754954,-73.770314,11361
The CIVIC School of Bayside Hills,40.749673,-73.764954,11364
Benjamin N. Cardozo High School,40.752343,-73.757271,11364
Francis Lewis High School,40.740875,-73.795049,11365
Martin Van Buren High School,40.733888,-73.739726,11427
Bayside High School,40.771398,-73.781041,11361
"Queens High School of Teaching, Liberal Arts and t",40.744197,-73.728834,11426
P.S./M.S 042 R. Vernam,40.594358,-73.794804,11692
P.S. 043,40.59348,-73.761086,11691
P.S. 045 Clarence Witherspoon,40.671871,-73.788866,11436
P.S. 047 Chris Galas,40.606352,-73.820445,11693
P.S. 051,40.698286,-73.831532,11418
M.S. 053 Brian Piccolo,40.604019,-73.749891,11691
P.S. 056 Harry Eichler,40.698989,-73.835735,11418
P.S. 060 Woodhaven,40.691467,-73.852792,11421
P. S. 62 - Chester Park School,40.688359,-73.835567,11419
P.S. 063 Old South,40.676978,-73.846796,11417
P.S. 064 Joseph P. Addabbo,40.681901,-73.856956,11416
P.S. 65 - The Raymond York Elementary School,40.682293,-73.841675,11417
P.S. 066 Jacqueline Kennedy Onassis,40.697941,-73.846135,11418
P.S. 090 Horace Mann,40.696653,-73.839517,11418
P.S. 096,40.675369,-73.808128,11420
P.S. 097 Forest Park,40.694232,-73.860031,11421
P.S. 100 Glen Morris,40.679694,-73.821545,11420
P.S. 104 The Bays Water,40.608002,-73.764621,11691
P.S. 105 The Bay School,40.595911,-73.780961,11691
Lighthouse Elementary School,40.594738,-73.766846,11691
P.S. 108 Captain Vincent G. Fowler,40.679083,-73.831025,11420
P.S./M.S. 114 Belle Harbor,40.577552,-73.854364,11694
P.S. 123,40.678913,-73.795571,11436
P.S. 124 Osmond A Church,40.665669,-73.811266,11420
M.S. 137 America's School of Heroes,40.678112,-73.839377,11417
P.S. 146 Howard Beach,40.660531,-73.834896,11414
P.S. 155,40.679105,-73.810067,11420
P.S. 183 Dr. Richard R. Green,40.58922,-73.805866,11693
P.S. 197 The Ocean School,40.599664,-73.744128,11691
J.H.S. 202 Robert H. Goddard,40.670905,-73.845992,11417
P.S. 207 Rockwood Park,40.657736,-73.843881,11414
J.H.S. 210 Elizabeth Blackwell,40.68476,-73.847633,11416
P.S. 223 Lyndon B. Johnson,40.673898,-73.78953,11434
J.H.S. 226 Virgil I. Grissom,40.675021,-73.81673,11420
P.S. 232 Lindenwood,40.665408,-73.850622,11414
The Randolph Holder School for Social Justice,40.607247,-73.748799,11691
P.S. 254 - The Rosa Parks School,40.6972,-73.847886,11418
Frederick Douglass Academy VI High School,40.601537,-73.763995,11691
Voyages Prep - South Queens,40.673949,-73.782684,11434
Channel View School for Research,40.586012,-73.825317,11694
P.S. 273,40.693613,-73.844335,11418
Knowledge and Power Preparatory Academy VI,40.601537,-73.763995,11691
Hawtree Creek Middle School,40.675021,-73.81673,11420
"Queens High School for Information, Research, and",40.601537,-73.763995,11691
New York City Academy for Discovery,40.691482,-73.848577,11421
Robert H. Goddard High School of Communication Art,40.670905,-73.845992,11417
Academy of Medical Technology: A College Board Sch,40.601537,-73.763995,11691
Epic High School - South,40.675021,-73.81673,11420
Queens Explorers Elementary School,40.683112,-73.850123,11416
Waterside Children's Studio School,40.579977,-73.83277,11694
Waterside School For Leadership,40.580907,-73.83109,11694
Village Academy,40.604019,-73.749891,11691
Scholars' Academy,40.584543,-73.825162,11694
Rockaway Park High School for Environmental Sustai,40.586012,-73.825317,11694
Goldie Maple Academy,40.594008,-73.786649,11692
Epic High School - North,40.693013,-73.829409,11419
District 27 Pre-K Center,40.671903,-73.857176,11414
Rockaway Collegiate High School,40.586012,-73.825317,11694
Wave Preparatory Elementary School,40.599467,-73.758587,11691
S.T.A.R. Leadership Academy,40.668083,-73.83685,11417
August Martin High School,40.673949,-73.782684,11434
Richmond Hill High School,40.695171,-73.833815,11418
John Adams High School,40.680065,-73.838616,11417
"High School for Construction Trades, Engineering a",40.689177,-73.841475,11416
J.H.S. 008 Richard S. Grossley,40.69691,-73.786403,11433
P.S. 040 Samuel Huntington,40.693559,-73.790975,11433
David N. Dinkins School,40.693736,-73.796358,11433
P.S. 050 Talfourd Lawn Elementary School,40.694868,-73.806842,11435
P.S. 054 Hillside,40.702656,-73.824629,11418
P.S. 055 Maure,40.69361,-73.816156,11419
Catherine & Count Basie Middle School 72,40.675014,-73.775643,11434
PS 80  The Thurgood Marshall Magnet School of Mult,40.673483,-73.769119,11434
P.S. 082 Hammond,40.703897,-73.8122,11435
P.S. Q086,40.709461,-73.803001,11432
P.S. 099 Kew Gardens,40.711502,-73.827722,11415
P.S. 101 School in the Gardens,40.715543,-73.8434,11375
P.S. 117 J. Keld / Briarwood School,40.710428,-73.812968,11435
P.S. 121 Queens,40.683585,-73.81533,11420
P.S. 139 Rego Park,40.728012,-73.862561,11374
P.S. 140 Edward K Ellington,40.687486,-73.781255,11434
P.S. 144 Col Jeromus Remsen,40.71489,-73.852398,11375
J.H.S. 157 Stephen A. Halsey,40.732348,-73.852879,11374
P.S. 160 Walter Francis Bishop,40.688373,-73.799685,11435
P.S. 161 Arthur Ashe School,40.690439,-73.82108,11419
Metropolitan Expeditionary Learning School,40.708431,-73.855543,11375
P.S. 174 William Sidney Mount,40.720583,-73.861462,11374
P.S. 175 The Lynn Gross Discovery School,40.731016,-73.85221,11374
P.S. 182 Samantha Smith,40.70675,-73.803183,11432
J.H.S. 190 Russell Sage,40.723478,-73.8517,11375
P.S. 196 Grand Central Parkway,40.722792,-73.837379,11375
P.S. 206 The Horace Harding School,40.73404,-73.861004,11374
J.H.S. 217 Robert A. Van Wyck,40.710384,-73.811461,11435
P.S. 220 Edward Mandel,40.736314,-73.852621,11375
York Early College Academy,40.69691,-73.786403,11433
The Emerson School,40.69691,-73.786403,11433
The Academy for Excellence through the Arts,40.725787,-73.844032,11375
Queens Collegiate: A College Board School,40.714551,-73.798658,11432
Jamaica Children's School,40.693559,-73.790975,11433
Hillside Arts & Letters Academy,40.714551,-73.798658,11432
High School for Community Leadership,40.714551,-73.798658,11432
Redwood Middle School,40.675014,-73.775643,11434
The Ezra Jack Keats Pre-K Center,40.702178,-73.820221,11418
Queens Satellite High School for Opportunity,40.708204,-73.799532,11432
The Queens School for Leadership and Excellence,40.708698,-73.797981,11432
Jamaica Gateway to the Sciences,40.714551,-73.798658,11432
The Jermaine L. Green STEM Institute of Queens,40.679843,-73.774668,11434
M.S. 358,40.708698,-73.797981,11432
Forest Hills High School,40.730017,-73.843972,11375
Hillcrest High School,40.709461,-73.803001,11432
Thomas A. Edison Career and Technical Education Hi,40.716071,-73.799692,11432
Queens Gateway to Health Sciences Secondary School,40.718027,-73.805923,11432
Queens Metropolitan High School,40.708431,-73.855543,11375
Queens High School for the Sciences at York Colleg,40.700884,-73.798364,11433
High School for Law Enforcement and Public Safety,40.685838,-73.783438,11434
"Young Women's Leadership School, Queens",40.708409,-73.804166,11432
P.S. 015 Jackie Robinson,40.68605,-73.756546,11413
P.S. 033 Edward M. Funk,40.727172,-73.734102,11428
P.S. 034 John Harvard,40.710986,-73.737702,11429
P.S. 035 Nathaniel Woodhull,40.713438,-73.768894,11423
P.S. 036 Saint Albans School,40.691306,-73.764081,11412
Cynthia Jenkins School,40.676201,-73.758778,11434
P.S. 038 Rosedale,40.67115,-73.733774,11422
P.S. 052 Queens,40.661427,-73.767161,11434
I.S. 059 Springfield Gardens,40.681881,-73.752772,11413
P.S. 095 Eastwood,40.711295,-73.783283,11432
Jean Nuzzi Intermediate School,40.720074,-73.746375,11428
P.S./I.S. 116 William C. Hughley,40.70084,-73.781839,11433
P.S. 118 Lorraine Hansberry,40.703182,-73.765237,11412
P.S. 131 Abigail Adams,40.71715,-73.794061,11432
P.S. 132 Ralph Bunche,40.681948,-73.7493,11413
P.S. 134 Hollis,40.707535,-73.754747,11412
The Bellaire School,40.720864,-73.757591,11427
P.S. 136 Roy Wilkins,40.69894,-73.752694,11412
P.S./M.S. 138 Sunrise,40.659876,-73.734342,11422
P.S./M.S. 147 Ronald McNair,40.698028,-73.74014,11411
P.S. 156 Laurelton,40.672259,-73.743327,11413
P.S. 176 Cambria Heights,40.684987,-73.729226,11411
P.S. 181 Brookfield,40.655674,-73.752948,11413
I.S. 192 The Linden,40.705989,-73.752885,11412
P.S. 195 William Haberle,40.652641,-73.735618,11422
P.S./I.S. 208,40.744276,-73.727632,11426
I.S. 238 - Susan B. Anthony Academy,40.712743,-73.779653,11423
Institute for Health Professions at Cambria Height,40.698786,-73.74633,11411
Queens Preparatory Academy,40.66903,-73.757744,11413
P.S. 251 Queens,40.664809,-73.759396,11413
Pathways College Preparatory School: A College Boa,40.705989,-73.752885,11412
Excelsior Preparatory High School,40.66903,-73.757744,11413
P.S./I.S. 268,40.707648,-73.78521,11433
The Gordon Parks School,40.67507,-73.736232,11422
George Washington Carver High School for the Scien,40.66903,-73.757744,11413
Preparatory Academy for Writers: A College Board S,40.66903,-73.757744,11413
Queens United Middle School,40.672259,-73.743327,11413
P.S./I.S. 295,40.720617,-73.731398,11428
Benjamin Franklin High School for Finance & Inform,40.698786,-73.74633,11411
Cambria Heights Academy,40.711857,-73.771196,11423
Eagle Academy for Young Men III,40.69172,-73.778924,11434
Collaborative Arts Middle School,40.664809,-73.759396,11413
Community Voices Middle School,40.664809,-73.759396,11413
P.S. 360,40.702329,-73.756259,11412
District 29 Pre-K Center,40.706724,-73.791304,11432
"Mathematics, Science Research and Technology Magne",40.698786,-73.74633,11411
"Health, Arts, Robotics, and Technology High School",40.698786,-73.74633,11411
P.S. 002 Alfred Zimberg,40.769798,-73.894108,11370
I.S. 010 Horace Greeley,40.760122,-73.911962,11103
P.S. 011 Kathryn Phelan,40.746127,-73.909032,11377
P.S. 017 Henry David Thoreau,40.768034,-73.922544,11102
P.S. 069 Jackson Heights,40.748804,-73.888457,11372
P.S. 070,40.761762,-73.913964,11103
P.S. 076 William Hallet,40.760862,-73.94163,11106
P.S./I.S. 78Q,40.744368,-73.957177,11109
P.S. 084 Steinway,40.771154,-73.906117,11105
P.S. 085 Judge Charles Vallone,40.773126,-73.915039,11105
P.S. 092 Harry T. Stewart Sr.,40.755983,-73.868773,11368
P.S. 111 Jacob Blackwell,40.758342,-73.939181,11101
P.S. 112 Dutch Kills,40.757293,-73.933562,11106
P.S. 122 Mamie Fay,40.780507,-73.915785,11105
Albert Shanker School for Visual and Performing Ar,40.766008,-73.92999,11106
P.S. 127 Aerospace Science Magnet School,40.765507,-73.870931,11369
I.S. 141 The Steinway,40.775766,-73.904508,11105
I.S. 145 Joseph Pulitzer,40.754389,-73.887523,11372
P.S. 148 Queens,40.757629,-73.878638,11372
P.S. 149 Christa McAuliffe,40.755759,-73.874505,11372
P.S. 150 Queens,40.745887,-73.923375,11104
P.S. 151 Mary D. Carter,40.758027,-73.908146,11377
P.S. 152 Gwendoline N. Alleyne School,40.753094,-73.900584,11377
P.S. 166 Henry Gradstein,40.757497,-73.926249,11106
P.S. 171 Peter G. Van Alst,40.770926,-73.929093,11102
I.S. 204 Oliver W. Holmes,40.756471,-73.932628,11106
P.S. 212,40.753035,-73.884458,11372
P.S. Q222 - Fire Fighter Christopher A. Santora Sc,40.750442,-73.879991,11372
I.S. 227 Louis Armstrong,40.757567,-73.874614,11369
The Ivan Lafayette Early Childhood School of the A,40.756931,-73.874947,11369
I.S. 230,40.752618,-73.892883,11372
P.S. 234,40.766898,-73.923044,11102
Academy for New Americans,40.766898,-73.923044,11102
Energy Tech High School,40.756471,-73.932628,11106
PS280Q: Home of the Lionhearts,40.753345,-73.874109,11372
"Young Women's Leadership School, Astoria",40.770769,-73.92383,11102
Hunters Point Community Middle School,40.742964,-73.959183,11101
The 30th Avenue School (G&T Citywide),40.768034,-73.922544,11102
Academy for Careers in Television and Film,40.742964,-73.959183,11101
East Elmhurst Community School,40.761573,-73.872244,11369
The Woodside Community School,40.747701,-73.90643,11377
Motion Picture Technical High School,40.749753,-73.915929,11104
Hunters Point Elementary School,40.738864,-73.960836,11101
District 30 Pre-K Center,40.76836,-73.874094,11369
The Hector Figueroa School,40.752773,-73.896705,11377
Gotham Tech High School,40.751838,-73.936592,11101
I.S 429,40.749753,-73.915929,11104
William Cullen Bryant High School,40.757072,-73.911165,11377
Long Island City High School,40.765881,-73.933907,11106
Frank Sinatra School of the Arts High School,40.756099,-73.925182,11106
Information Technology High School,40.748502,-73.946488,11101
ATLAS,40.751838,-73.936592,11101
Academy of American Studies,40.751839,-73.936596,11101
Baccalaureate School for Global Education,40.754975,-73.926977,11106
P.S. 001 Tottenville,40.508638,-74.24395,10307
I.S. R002 George L. Egbert,40.576728,-74.099685,10306
P.S. 003 The Margaret Gioiosa School,40.520812,-74.21185,10309
P.S. 004 Maurice Wollin,40.552059,-74.195281,10312
P.S. 005 Huguenot,40.529389,-74.187276,10312
P.S. 6 Corporal Allan F. Kivlehan School,40.510207,-74.230118,10309
I.S. 007 Elias Bernstein,40.522971,-74.186096,10312
P.S. 8 Shirlee Solomon,40.547567,-74.152212,10308
Naples Street Elementary School,40.60265,-74.090245,10304
Fort Hill Collaborative Elementary School,40.639638,-74.079594,10301
P.S. 11 Thomas Dongan School,40.590887,-74.098252,10304
P.S. 013 M. L. Lindemeyer,40.613322,-74.068963,10305
P.S. 016 John J. Driscoll,40.639638,-74.079594,10301
P.S. 018 John G. Whittier,40.636521,-74.116817,10310
P.S. 019 The Curtis School,40.630563,-74.126851,10310
P.S. 020 Port Richmond,40.636729,-74.132382,10302
P.S. 21 Margaret Emery-Elm Park,40.631165,-74.144599,10303
P.S. 022 Graniteville,40.624847,-74.150544,10303
P.S. 023 Richmondtown,40.570765,-74.133216,10306
I.S. 024 Myra S. Barnes,40.54549,-74.145558,10308
P.S. 026 The Carteret School,40.591546,-74.190093,10314
I.S. 027 Anning S. Prall,40.628291,-74.117818,10310
The Eagle Academy for Young Men of Staten Island,40.620443,-74.080695,10304
P.S. 029 Bardwell,40.614039,-74.116197,10314
P.S. 030 Westerleigh,40.618097,-74.13308,10314
P.S. 031 William T. Davis,40.64209,-74.08542,10301
