ZCTA20	ZCTA_AREA20	TOT_POP_2020	COUNT_NTM_STOPS	STOPS_PER_CAPITA	STOPS_PER_SQMILE
19713	13.001706123	30403	87	2.8615596294	6.691429615
19716	.624072731	1426	8	5.610098362	12.819018364
19717	.258059859	3649	2	.5480953455	7.7501397133
19720	38.303356171	59410	290	4.8813328743	7.5711379051
19730	.674596906	441	0	0	0
19731	2.527113914	350	0	0	0
19732	1.757230878	81	0	0	0
19733	.10984838	68	2	29.4117641449	18.2069129944
19734	79.858139038	13072	2	.1529987752	.0250444096
19735	.449297816	8	0	0	0
19736	.151393741	59	0	0	0
19801	4.396547794	17447	163	9.3425807953	37.0745429993
19802	3.483869553	26126	167	6.3920998573	47.9352035523
19803	12.659327507	21484	89	4.1426177025	7.0303893089
19804	7.176103592	17529	65	3.7081408501	9.0578403473
19805	5.517934799	38061	143	3.7571268082	25.9154930115
19806	1.704576492	9313	64	6.8721141815	37.5459823609
19807	18.166162491	7369	38	5.1567378044	2.0918011665
19808	13.750861168	38106	88	2.3093476295	6.3995990753
19809	6.756379604	14827	111	7.4863424301	16.4289169312
19810	7.897202492	25273	98	3.877655983	12.4094572067
19901	75.799629211	38673	145	3.7493858337	1.912938118
19902	3.946687698	263	1	3.8022813797	.2533770204
19904	43.18680191	38158	109	2.8565437794	2.5239193439
19930	5.857825756	3077	15	4.8748779297	2.5606770515
19931	1.193517089	416	0	0	0
19933	67.257469177	11457	9	.7855459452	.1338141412
19934	46.588310242	13673	18	1.3164631128	.3863630295
19936	.20570983	315	0	0	0
19938	48.208282471	8587	0	0	0
19939	25.970560074	7302	0	0	0
19940	41.310043335	6560	1	.152439028	.0242071878
19941	30.290630341	3477	10	2.8760426044	.3301350772
19943	62.435165405	12504	11	.8797184825	.1761827618
19944	1.242485285	746	9	12.0643434525	7.2435464859
19945	62.320217133	6432	0	0	0
19946	23.071041107	5539	4	.7221519947	.1733775288
19947	119.217933655	20033	26	1.2978584766	.218088001
19950	72.391647339	6762	0	0	0
19951	8.931793213	2046	4	1.955034256	.4478383958
19952	90.958244324	10610	11	1.0367578268	.120934613
19953	29.895404816	4896	0	0	0
19954	9.768712044	1417	0	0	0
19955	.098989256	96	0	0	0
19956	100.400367737	14557	20	1.3739094734	.199202463
19958	47.273414612	27123	34	1.2535486221	.7192203403
19960	30.288444519	6209	8	1.2884522676	.2641271353
19962	14.612393379	11448	15	1.3102725744	1.0265258551
19963	105.120552063	21489	33	1.535669446	.3139252961
19964	8.116771698	1472	0	0	0
19966	89.076927185	30601	31	1.0130387545	.3480137885
19967	1.627810121	1005	0	0	0
19968	63.899478912	12902	17	1.317625165	.2660428584
19970	9.325009346	8770	0	0	0
19971	17.961483002	13922	49	3.5196092129	2.7280597687
19973	83.996109009	25991	24	.9233965874	.2857275307
19975	25.536174774	9336	0	0	0
19977	83.106124878	25536	13	.509085238	.1564265043
19979	3.283146381	738	1	1.3550136089	.3045858741
19980	 	 	0	 	 
20001	2.047254086	47697	365	7.6524729729	178.2875976563
20002	5.136713028	69141	317	4.5848340988	61.7126159668
20003	2.272624016	33584	217	6.4614100456	95.4843368531
20004	.193981975	1885	79	41.9098129273	407.2543334961
20005	.433495045	13058	159	12.1764431	366.7861938477
20006	.352731347	2830	88	31.0954055786	249.4816589356
20007	3.08980608	26412	145	5.4899287224	46.9285125733
20008	3.089187622	30255	152	5.0239629746	49.2038726807
20009	1.318063974	53715	125	2.3270967007	94.8360671998
20010	.994976401	35297	92	2.6064538956	92.4645080567
20011	5.363046646	69686	274	3.931923151	51.0903625489
20012	2.062767029	18375	112	6.0952382088	54.2960014344
20015	3.47572875	16113	128	7.9438962936	36.8268089295
20016	4.431293964	34686	171	4.9299430847	38.5891799927
20017	2.221672773	21372	187	8.7497663498	84.1708145142
20018	3.018112421	20864	166	7.9562883377	55.0012664795
20019	6.136105537	65769	358	5.4432940483	58.3431930542
20020	4.598753929	57031	355	6.2246847153	77.1948242188
20024	2.193739414	14603	232	15.8871469498	105.7554931641
20032	5.247488022	42009	245	5.8320837021	46.6890068054
20036	.324645519	5426	105	19.351272583	323.4296875
20037	.732124984	14879	43	2.8899791241	58.7331428528
20045	.010720513	0	3	 	279.8373718262
20052	.044882447	126	4	31.7460308075	89.1217041016
20057	.156396851	3948	4	1.013171196	25.5759620667
20059	 	 	4	 	 
20064	.193393558	2084	5	2.3992321491	25.8540153504
20105	35.664638519	27526	13	.4722807407	.3645067215
20106	53.438114166	5073	0	0	0
20109	23.827131271	42128	48	1.1393847466	2.0145101547
20110	12.836389542	48035	63	1.3115437031	4.9079222679
20111	16.405248642	36264	44	1.2133245468	2.6820683479
20112	33.886268616	25990	4	.153905347	.1180419102
20115	98.625534058	7838	0	0	0
20117	48.606639862	2591	0	0	0
20119	64.906517029	4288	0	0	0
20120	17.980070114	43258	0	0	0
20121	8.660463333	28120	0	0	0
20124	21.690044403	15305	0	0	0
20129	4.283082962	507	0	0	0
20130	11.053091049	220	0	0	0
20132	84.564056397	18810	6	.3189792633	.0709521323
20135	38.63079071	3652	0	0	0
20136	13.83469677	32135	3	.0933561549	.2168460935
20137	18.490243912	1736	0	0	0
20141	26.011541367	7407	0	0	0
20143	6.378319263	630	0	0	0
20144	44.605350494	1089	0	0	0
20147	19.845504761	63903	110	1.7213588953	5.5428171158
20148	19.39160347	54125	53	.9792147875	2.7331416607
20151	15.858057022	22209	0	0	0
20152	13.323677063	36465	18	.4936240315	1.3509783745
20155	25.475406647	37151	10	.2691717446	.3925354481
20158	13.250333786	5482	4	.7296606898	.3018791974
20164	7.606508732	42011	64	1.5234105587	8.4138469696
20165	9.847586632	33290	21	.6308200955	2.132502079
20166	27.188240051	12572	64	5.0906777382	2.3539588451
20169	37.425823212	25914	2	.077178359	.0534390397
20170	8.75522995	43610	5	.1146526039	.5710872412
20171	11.617341995	50511	4	.0791906714	.3443128467
20175	59.01008606	35429	42	1.1854695082	.7117427588
20176	54.900501251	51823	86	1.6594948769	1.5664702654
20180	43.03584671	7693	0	0	0
20181	77.901977539	8526	0	0	0
20184	36.069961548	436	0	0	0
20186	58.684165955	15143	39	2.5754473209	.6645745039
20187	51.067287445	18684	2	.10704346	.0391640142
20190	4.363205433	20609	18	.8734048009	4.1254072189
20191	7.756402493	30224	12	.3970354795	1.5471090078
20194	3.117552519	12067	0	0	0
20197	14.68594265	2931	0	0	0
20198	69.563774109	1854	0	0	0
20204	.005651763	0	0	 	0
20220	 	 	0	 	 
20230	.092193857	0	8	 	86.7736740113
20240	.012229013	0	0	 	0
20245	.018605106	0	4	 	214.9947509766
20250	 	 	2	 	 
20260	.01972287	0	0	 	0
20317	.350454897	419	2	4.7732696533	5.7068686485
20319	.137390211	48	0	0	0
20373	.504615843	187	2	10.6951875687	3.9634110928
20388	 	 	0	 	 
20390	.004222027	434	0	0	0
20408	 	 	5	 	 
20415	 	 	3	 	 
20418	.011358353	0	0	 	0
20422	 	 	7	 	 
20427	.00631972	0	3	 	474.7045593262
20431	 	 	3	 	 
20510	.011895807	0	0	 	0
20515	 	 	1	 	 
20520	.030565778	0	0	 	0
20530	 	 	4	 	 
20535	.014852964	0	1	 	67.3266296387
20540	.03354919	0	3	 	89.4209365845
20542	 	 	0	 	 
20551	.00907842	0	0	 	0
20560	.112708628	0	6	 	53.2346115113
20565	.145140827	0	14	 	96.4580459595
20566	.059125755	0	2	 	33.8262062073
20591	 	 	0	 	 
20601	47.825572968	26236	58	2.2107028961	1.2127403021
20602	14.476604462	26835	86	3.2047698498	5.9406194687
20603	16.196533203	32726	68	2.0778586864	4.1984291077
20606	.910024643	314	0	0	0
20607	19.637958527	10755	0	0	0
20608	17.669204712	739	0	0	0
20609	10.016889572	1211	0	0	0
20611	8.311073303	1354	4	2.9542098045	.4812856019
20612	.23349297	181	0	0	0
20613	72.412857056	13240	11	.8308157325	.1519067287
20615	.727125347	513	0	0	0
20616	9.690108299	6728	8	1.189060688	.8255841732
20617	6.004532814	715	4	5.5944056511	.6661633849
20618	7.582870483	402	0	0	0
20619	16.064336777	13845	0	0	0
20620	4.286044598	1688	0	0	0
20621	13.856506348	1277	0	0	0
20622	36.528007507	6692	2	.298864305	.0547525063
20623	1.91855979	2619	0	0	0
20624	10.392008781	1242	0	0	0
20625	.489416927	929	0	0	0
20626	1.529824376	278	0	0	0
20628	6.487892151	452	0	0	0
20629	.838855982	525	0	0	0
20630	6.941390991	192	0	0	0
20632	6.570512295	314	5	15.9235668182	.7609756589
20634	6.991322517	6961	0	0	0
20636	34.360931397	11295	0	0	0
20637	32.721008301	5288	5	.9455370903	.1528070271
20639	41.594875336	15216	0	0	0
20640	41.723087311	11113	16	1.4397552013	.3834807277
20645	1.376857638	653	0	0	0
20646	79.774833679	22583	56	2.4797413349	.7019757628
20650	61.415847778	14069	0	0	0
20653	33.183216095	26112	0	0	0
20656	 	 	0	 	 
20657	29.86264801	19711	0	0	0
20658	4.365494728	858	2	2.3310022354	.4581382275
20659	97.005096436	23030	0	0	0
20660	.904843509	0	0	 	0
20661	 	 	0	 	 
20662	56.413722992	2333	12	5.1435918808	.2127141953
20664	40.86888504	3285	7	2.1308979988	.1712794453
20667	2.386559486	868	0	0	0
20670	9.346483231	1620	0	0	0
20674	1.856477618	1082	0	0	0
20675	7.126015663	1662	6	3.6101083756	.8419852257
20676	14.425270081	3631	0	0	0
20677	15.646116257	2215	2	.9029345512	.127827242
20678	44.872802734	12418	0	0	0
20680	7.875878811	649	0	0	0
20684	8.337546349	784	0	0	0
20685	22.902795792	6732	0	0	0
20686	.271046042	1639	0	0	0
20687	4.992558479	429	0	0	0
20688	1.151653528	1945	0	0	0
20689	7.708682537	2386	0	0	0
20690	1.668290257	950	0	0	0
20692	7.188647747	684	0	0	0
20693	20.178409576	1171	1	.8539709449	.0495579205
20695	14.3866539	8400	25	2.976190567	1.7377216816
20701	2.201066017	760	2	2.6315789223	.9086506367
20705	14.450991631	28348	65	2.292930603	4.4979610443
20706	10.049658775	45329	226	4.9857707024	22.488325119
20707	12.648935318	32184	67	2.0817797184	5.2968883514
20708	12.157371521	26842	12	.447060585	.9870554805
20710	1.11673367	9483	54	5.6944003105	48.3553085327
20711	33.813373566	7400	0	0	0
20712	.729867458	9649	66	6.840086937	90.4273757935
20714	1.422742009	5331	0	0	0
20715	14.049100876	27360	136	4.9707603455	9.6803350449
20716	11.495532036	22223	74	3.329883337	6.4372835159
20720	14.737002373	23618	30	1.2702176571	2.035692215
20721	16.832675934	30121	55	1.8259686232	3.2674543858
20722	1.471205235	5604	76	13.5617418289	51.6583251953
20723	13.018258095	36082	0	0	0
20724	18.82283783	17681	1	.0565578863	.0531269535
20732	11.149522781	10295	0	0	0
20733	3.600477934	2645	0	0	0
20735	25.9258461	37009	74	1.9995136261	2.8542945385
20736	24.735998154	8715	0	0	0
20737	3.165248394	22666	164	7.2355070114	51.8126792908
20740	8.78271389	31723	172	5.421933651	19.5839233399
20742	.322428882	6511	0	0	0
20743	9.638504982	38747	431	11.1234416962	44.7164802552
20744	26.091148376	54572	254	4.6544013023	9.7351026535
20745	6.506959438	27503	240	8.7263212204	36.8835868836
20746	7.565924644	26396	234	8.864979744	30.9281425476
20747	7.901226997	41128	273	6.6378135681	34.5515937805
20748	9.300570488	38720	388	10.0206613541	41.7178726197
20751	5.186629772	1972	0	0	0
20754	16.030166626	6950	0	0	0
20755	10.544719696	11340	0	0	0
20758	4.857279778	486	0	0	0
20759	6.283821106	4721	0	0	0
20762	5.826275349	3316	3	.9047044516	.514908731
20763	1.066419601	1955	0	0	0
20764	3.975537539	3482	0	0	0
20765	.471257001	530	0	0	0
20769	6.494296074	6172	15	2.4303305149	2.3097190857
20770	7.30427599	24602	271	11.0153646469	37.1015548706
20771	 	 	4	 	 
20772	72.467254639	46471	104	2.237954855	1.4351309538
20774	34.875961304	49907	226	4.5284228325	6.4801082611
20776	21.614778519	2940	0	0	0
20777	7.542521477	3444	0	0	0
20778	7.640934944	2460	0	0	0
20779	6.82208252	956	0	0	0
20781	2.459602118	11460	118	10.2966842651	47.9752388001
20782	4.252285481	32527	283	8.7004642487	66.5524444581
20783	5.838593006	45550	178	3.9077935219	30.4867973328
20784	4.139544487	30381	136	4.4764819145	32.8538551331
20785	10.120094299	39237	511	13.0234222412	50.493598938
20794	9.644458771	16956	2	.1179523468	.2073729634
20812	.176893473	323	0	0	0
20814	4.458986282	29632	83	2.8010258675	18.6140956879
20815	5.384428978	30908	104	3.3648245335	19.3149547577
20816	3.564139128	16661	16	.9603264928	4.4891624451
20817	14.038116455	38131	67	1.7571004629	4.7727198601
20818	.928191125	2072	0	0	0
20832	9.609741211	25427	43	1.691115737	4.4746260643
20833	19.107145309	7746	0	0	0
20837	40.283817291	6129	0	0	0
20838	.935391545	377	0	0	0
20839	3.052684784	139	0	0	0
20841	27.143835068	11692	2	.1710571349	.0736815557
20842	55.650928497	1467	4	2.7266530991	.0718766078
20850	14.117603302	53522	58	1.083666563	4.1083459854
20851	2.535368443	14519	22	1.515255928	8.677239418
20852	8.074361801	47338	74	1.5632261038	9.1648111343
20853	9.030556679	31510	26	.8251348734	2.8791136742
20854	33.809185028	49196	61	1.2399382591	1.8042434454
20855	13.073691368	15955	24	1.5042306185	1.835747838
20860	3.608262539	2890	13	4.4982700348	3.6028420925
20861	5.175214291	2015	21	10.4218358994	4.057803154
20862	1.576735854	359	0	0	0
20866	7.027392864	16974	41	2.4154589176	5.8343114853
20868	1.625864625	539	1	1.8552875519	.6150573492
20871	22.884115219	18961	0	0	0
20872	19.888608933	12790	0	0	0
20874	22.674571991	60258	2	.0331906155	.0882045329
20876	10.85152626	31703	0	0	0
20877	5.640748024	37948	4	.1054074019	.7091258168
20878	20.44899559	63576	2	.0314584114	.0978043154
20879	8.615633011	26343	0	0	0
20880	.333588779	530	0	0	0
20882	37.754001617	14441	0	0	0
20886	4.101047993	34887	0	0	0
20889	 	 	9	 	 
20892	 	 	0	 	 
20894	 	 	0	 	 
20895	4.074050903	18930	38	2.0073957443	9.3273258209
20896	.341534376	792	1	1.2626262903	2.9279630184
20899	.106008209	284	0	0	0
20901	5.348276138	36802	73	1.9835878611	13.6492576599
20902	7.56365633	52752	116	2.1989686489	15.3364982605
20903	3.410159349	26951	52	1.9294275045	15.2485542297
20904	13.728492737	55856	166	2.9719278812	12.0916404724
20905	11.785872459	18590	27	1.4523937702	2.2908782959
20906	12.733758926	70441	128	1.8171235323	10.0520200729
20910	4.595995903	43729	115	2.6298336983	25.0217800141
20912	2.679050922	25118	62	2.4683494568	23.1425247193
21001	29.96021843	24959	61	2.444008112	2.0360331535
21005	33.351947784	2724	0	0	0
21009	11.401664734	31683	10	.3156266809	.8770648837
21010	7.253462791	329	2	6.0790271759	.2757303715
21012	9.779322624	22746	41	1.8025146723	4.1925191879
21013	15.000725746	5157	0	0	0
21014	13.915664673	35668	25	.7009083629	1.7965365648
21015	31.249141693	28975	10	.345125109	.3200087845
21017	2.676546574	6034	7	1.1600928307	2.6153104305
21023	 	 	0	 	 
21028	12.86267662	2609	2	.7665772438	.1554886401
21029	16.916521072	11523	0	0	0
21030	24.049860001	24152	84	3.4779727459	3.4927437305
21031	.934564114	26	28	1076.9230957032	29.9604911804
21032	17.289344788	7787	0	0	0
21034	26.666833878	3178	0	0	0
21035	31.054267883	8315	0	0	0
21036	6.253008842	2243	0	0	0
21037	16.79957962	21134	24	1.1356108189	1.4286072254
21040	9.813684464	24717	34	1.3755714893	3.4645500183
21042	37.001037598	42157	0	0	0
21043	17.096553802	46747	8	.1711339802	.4679305553
21044	11.8866148	45741	16	.3497955799	1.3460518122
21045	9.697564125	40265	0	0	0
21046	7.809648991	15597	0	0	0
21047	22.545352936	12629	0	0	0
21048	27.258310318	9719	0	0	0
21050	28.997282028	17846	0	0	0
21051	.397541195	231	0	0	0
21052	.401920378	179	0	0	0
21053	21.697071075	3134	0	0	0
21054	15.914328575	11697	0	0	0
21056	1.376155019	333	0	0	0
21057	15.891581535	4109	0	0	0
21060	12.975767136	36049	26	.7212405205	2.0037350655
21061	12.190758705	55020	178	3.2351872921	14.6012239456
21071	1.500670552	454	0	0	0
21074	37.690166473	14933	0	0	0
21075	13.930945396	34939	2	.0572426245	.1435652673
21076	13.142850876	17947	43	2.3959436417	3.271740675
21077	.438670367	235	0	0	0
21078	30.101011276	18957	20	1.0550192595	.6644294858
21082	6.013308525	608	0	0	0
21084	23.759513855	7670	0	0	0
21085	18.971996307	16318	7	.4289741516	.3689648509
21087	14.633900642	5437	0	0	0
21090	6.641312122	9715	72	7.4112195969	10.8412313461
21093	20.228654861	38245	74	1.9348934889	3.658176899
21102	40.638214111	12043	0	0	0
21104	17.051689148	6029	0	0	0
21105	.08612626	0	0	 	0
21108	12.914012909	19136	0	0	0
21111	35.346847534	5343	0	0	0
21113	14.950993538	35210	2	.0568020456	.1337703764
21114	5.779123783	26460	0	0	0
21117	29.716991425	59663	131	2.1956655979	4.4082522392
21120	41.996025085	6775	0	0	0
21122	31.375419617	59664	26	.4357736707	.8286741972
21128	6.806684971	13967	2	.1431946754	.2938287854
21130	.548124552	104	0	0	0
21131	21.033126831	7587	0	0	0
21132	22.360733032	3162	0	0	0
21133	8.960915565	32714	78	2.3843002319	8.7044677734
21136	56.197536469	34347	46	1.3392727375	.8185412288
21140	1.41654706	3862	0	0	0
21144	16.508493423	35680	2	.0560538098	.121149756
21146	10.135371208	27634	40	1.4474922419	3.946574688
21152	24.199184418	5349	0	0	0
21153	2.86833334	348	0	0	0
21154	39.344333649	6467	0	0	0
21155	22.124851227	2363	0	0	0
21156	1.049651504	371	0	0	0
21157	77.689826965	38714	0	0	0
21158	73.32131958	20773	0	0	0
21160	15.510721207	2615	0	0	0
21161	48.520664215	5738	0	0	0
21162	7.128466129	4089	0	0	0
21163	13.637720108	6602	0	0	0
21201	1.269500852	17534	307	17.5088405609	241.827331543
21202	1.615647554	21880	353	16.1334552765	218.4882507325
21204	6.262163639	21518	72	3.3460359573	11.4976234436
21205	2.051311255	15900	171	10.7547168732	83.3613128663
21206	7.252545834	51670	293	5.6706018448	40.3996086121
21207	10.345043182	50440	292	5.7890563011	28.2260780335
21208	12.557435989	35273	166	4.7061491013	13.2192592621
21209	6.457943916	28621	170	5.9396944046	26.3241672516
21210	3.447386026	16076	135	8.397611618	39.160106659
21211	2.867088556	15735	167	10.6132822037	58.2472419739
21212	4.585903645	33865	174	5.138048172	37.9423599243
21213	3.431716204	30596	271	8.8573665619	78.9692306519
21214	2.794264555	21666	113	5.2155451775	40.4399795532
21215	6.811597824	55081	637	11.5647859573	93.5169677735
21216	3.302399397	28733	288	10.0233182907	87.2093200684
21217	2.120177269	32830	234	7.1276273727	110.368133545
21218	4.329368114	46172	374	8.1001472473	86.3867416382
21219	12.125840187	9454	24	2.5386080742	1.9792443514
21220	21.178010941	41067	66	1.6071298122	3.1164400578
21221	15.031759262	41899	140	3.3413684368	9.3136138916
21222	11.503201485	56946	216	3.7930672169	18.777381897
21223	2.625803947	21974	308	14.0165653229	117.2974090577
21224	9.326189041	48770	347	7.1150298119	37.2070503235
21225	6.461349964	33227	178	5.3570890427	27.5484218598
21226	9.776600838	6699	61	9.1058368683	6.2393875122
21227	11.332608223	33396	200	5.9887413979	17.6481876373
21228	15.576822281	49438	204	4.1263804436	13.0963811874
21229	5.936110973	45983	308	6.6981277466	51.8858222962
21230	6.318025589	33592	342	10.1809959412	54.1308364868
21231	.867425621	15906	144	9.0531873703	166.008468628
21233	 	 	2	 	 
21234	13.354287148	68678	90	1.3104633093	6.7394089699
21236	8.919449806	37803	68	1.7987990379	7.6237888336
21237	11.252868652	31105	190	6.1083426476	16.8845825195
21239	2.930677176	30143	154	5.1089806557	52.547580719
21240	4.510015488	0	8	 	1.7738298178
21244	14.135603905	36897	118	3.1980919838	8.3477153778
21250	.245066375	2443	6	2.4559967518	24.4831638336
21251	.118293591	1652	0	0	0
21252	.248568326	2040	10	4.9019608498	40.2303886414
21285	 	 	8	 	 
21286	8.594035149	19711	102	5.1747756004	11.8686971664
21287	 	 	0	 	 
21401	19.930549622	38788	154	3.9703001976	7.7268314362
21402	1.872969985	6460	12	1.8575851917	6.4069366455
21403	9.279612541	31218	64	2.0500993729	6.8968396187
21405	1.023146391	398	0	0	0
21409	14.003198624	19304	8	.4144218862	.5712980628
21502	92.086418152	41735	0	0	0
21520	56.687957764	2003	0	0	0
21521	23.822450638	1183	0	0	0
21523	.74579531	180	0	0	0
21524	3.587897539	831	0	0	0
21529	.922946334	467	0	0	0
21530	60.88526535	1923	0	0	0
21531	61.155857086	1744	0	0	0
21532	74.127182007	14498	0	0	0
21536	97.8826828	3984	0	0	0
21538	17.873033524	525	0	0	0
21539	37.075351715	2664	0	0	0
21540	.266575366	90	0	0	0
21541	23.065662384	1536	0	0	0
21542	.022185044	678	0	0	0
21543	2.465150595	229	0	0	0
21545	15.914373398	1771	0	0	0
21550	205.464569092	14327	0	0	0
21555	98.293106079	1501	0	0	0
21557	26.703855515	1592	0	0	0
21560	 	 	0	 	 
21561	101.849876404	2392	0	0	0
21562	28.886117935	3426	0	0	0
21601	107.071876526	23338	0	0	0
21607	14.902303696	770	0	0	0
21610	1.064223766	412	0	0	0
21612	5.54088974	597	0	0	0
21613	153.66746521	17115	0	0	0
21617	108.478874207	10534	0	0	0
21619	9.287528038	5789	0	0	0
21620	118.74420929	12989	0	0	0
21622	64.368888855	704	0	0	0
21623	36.267433167	2248	0	0	0
21624	2.323737383	115	0	0	0
21625	41.112190247	2401	0	0	0
21626	25.55802536	47	0	0	0
21627	1.67730844	4	0	0	0
21628	.93913132	324	0	0	0
21629	83.618408203	9464	0	0	0
21631	24.144662857	2708	0	0	0
21632	77.822532654	5885	0	0	0
21634	4.519259453	243	0	0	0
21635	30.770828247	1970	0	0	0
21636	23.508956909	837	0	0	0
21638	9.897062302	5227	0	0	0
21639	33.086730957	5410	0	0	0
21640	25.662408829	1467	0	0	0
21641	.135298684	87	0	0	0
21643	46.179496765	5956	0	0	0
21644	3.61602664	78	0	0	0
21645	41.843662262	1345	0	0	0
21647	3.35863018	357	0	0	0
21648	9.377216339	126	0	0	0
