ZCTA20	ZCTA_AREA20	TOT_POP_2020	COUNT_NTM_STOPS	STOPS_PER_CAPITA	STOPS_PER_SQMILE
49743	87.454498291	842	0	0	0
49744	37.298313141	596	0	0	0
49745	80.909492493	956	0	0	0
49746	209.607818604	3387	0	0	0
49747	102.599159241	2305	0	0	0
49748	108.704811096	183	0	0	0
49749	64.836456299	4326	0	0	0
49751	155.149383545	2097	0	0	0
49752	20.812664032	603	0	0	0
49753	157.629302979	1972	0	0	0
49755	102.423629761	1861	0	0	0
49756	190.359100342	3575	0	0	0
49757	4.353319168	992	0	0	0
49759	156.845825195	1398	0	0	0
49760	136.411727905	673	0	0	0
49762	220.31716919	587	0	0	0
49764	.036762718	401	0	0	0
49765	238.069580078	4120	0	0	0
49766	45.695446014	2218	0	0	0
49768	183.675247193	475	0	0	0
49769	57.041362762	1680	0	0	0
49770	109.373939514	17205	0	0	0
49774	152.591720581	1774	0	0	0
49775	35.114833832	63	0	0	0
49776	134.764480591	1528	0	0	0
49777	53.804912567	1880	0	0	0
49779	132.839401245	4379	0	0	0
49780	269.541595459	1725	0	0	0
49781	81.521156311	3471	0	0	0
49782	55.665435791	578	0	0	0
49783	148.685806275	19250	0	0	0
49784	 	 	0	 	 
49788	7.577757835	6283	0	0	0
49791	.522412419	361	0	0	0
49793	84.377037048	164	0	0	0
49795	133.946365357	1903	0	0	0
49796	1.58203578	321	0	0	0
49799	118.414024353	2123	0	0	0
49801	123.924865723	11328	0	0	0
49802	7.885886669	5866	0	0	0
49805	31.919233322	442	0	0	0
49806	35.053302765	679	0	0	0
49807	143.484375	3510	0	0	0
49808	173.809143067	587	0	0	0
49812	84.845443726	808	0	0	0
49814	207.614562988	1327	0	0	0
49815	126.709259033	239	0	0	0
49816	57.287101746	746	0	0	0
49817	82.146095276	619	0	0	0
49818	187.799285889	1126	0	0	0
49820	25.5534935	270	0	0	0
49821	135.12677002	1333	0	0	0
49822	58.071609497	206	0	0	0
49825	26.167385101	265	0	0	0
49826	14.085220337	78	0	0	0
49827	112.616271973	1171	0	0	0
49829	66.751716614	16704	0	0	0
49831	133.795272827	675	0	0	0
49833	14.165958405	346	0	0	0
49834	76.23991394	224	0	0	0
49835	84.522445679	804	0	0	0
49836	98.587966919	988	0	0	0
49837	69.009803772	9173	0	0	0
49838	135.621185303	421	0	0	0
49839	154.44078064	366	0	0	0
49840	249.196609497	578	0	0	0
49841	227.608520508	6987	0	0	0
49847	59.458896637	1115	0	0	0
49848	4.076759338	84	0	0	0
49849	241.436553955	12375	0	0	0
49852	.234953195	126	0	0	0
49853	168.951538086	1262	0	0	0
49854	473.929351807	6196	0	0	0
49855	206.921890259	32863	0	0	0
49858	86.808021545	11520	0	0	0
49861	183.91986084	494	0	0	0
49862	170.033966065	4765	0	0	0
49863	.558288634	168	0	0	0
49864	1.034938693	46	0	0	0
49866	201.269134522	8090	0	0	0
49868	706.5055542	5101	0	0	0
49870	57.792991638	3379	0	0	0
49871	16.684635162	536	0	0	0
49872	21.606035233	204	0	0	0
49873	203.574081421	74	0	0	0
49874	42.20854187	1008	0	0	0
49876	4.164371967	1220	0	0	0
49877	119.186447144	16	0	0	0
49878	455.631835938	3369	0	0	0
49879	176.887329102	915	0	0	0
49880	216.25857544	1133	0	0	0
49881	47.095012665	440	0	0	0
49883	297.797454834	182	0	0	0
49884	246.469802857	456	0	0	0
49885	146.417510986	1777	0	0	0
49886	3.972449064	534	0	0	0
49887	205.913894653	2711	0	0	0
49891	72.796569824	825	0	0	0
49892	154.358917236	1867	0	0	0
49893	74.480163574	1273	0	0	0
49894	.728787541	776	0	0	0
49895	223.434585571	590	0	0	0
49896	60.841632843	1660	0	0	0
49901	.786698997	228	0	0	0
49902	.722472429	192	0	0	0
49903	157.016479492	85	0	0	0
49905	78.550857544	2416	0	0	0
49908	109.063949585	3333	0	0	0
49910	41.978851318	315	0	0	0
49911	45.454444885	2515	0	0	0
49912	201.332641602	963	0	0	0
49913	75.488716126	6423	0	0	0
49915	1.203633666	324	0	0	0
49916	109.686897278	3020	0	0	0
49917	1.716065764	234	0	0	0
49918	37.42212677	135	0	0	0
49919	136.916564941	173	0	0	0
49920	401.790344239	4103	0	0	0
49921	.471072048	350	0	0	0
49922	2.808548689	640	0	0	0
49925	174.340377808	498	0	0	0
49927	16.56228447	484	0	0	0
49929	20.932350159	186	0	0	0
49930	49.48525238	7032	0	0	0
49931	26.35934639	9497	0	0	0
49934	1.28332746	809	0	0	0
49935	456.983764649	5821	0	0	0
49938	225.600372315	7493	0	0	0
49942	.547846913	436	0	0	0
49945	149.012802124	2620	0	0	0
49946	246.52381897	3870	0	0	0
49947	388.383850098	1142	0	0	0
49948	111.716789246	541	0	0	0
49950	201.843902588	1041	0	0	0
49952	78.280166626	111	0	0	0
49953	464.94909668	2212	0	0	0
49955	8.021859169	364	0	0	0
49958	135.203125	664	0	0	0
49959	1.001845956	334	0	0	0
49960	40.766952515	210	0	0	0
49961	68.379058838	158	0	0	0
49962	105.769554138	207	0	0	0
49963	4.396212578	886	0	0	0
49965	191.870758057	658	0	0	0
49967	348.307678223	416	0	0	0
49968	265.381164551	2146	0	0	0
49969	254.970184326	1170	0	0	0
49970	92.92250061	263	0	0	0
49971	23.257162094	469	0	0	0
50001	23.592195511	749	0	0	0
50002	110.579818726	1359	0	0	0
50003	114.997337341	7872	0	0	0
50005	27.156318665	1060	0	0	0
50006	124.216293335	1596	0	0	0
50007	5.418166161	557	0	0	0
50008	87.126838684	845	0	0	0
50009	27.911769867	20033	27	1.3477761745	.9673338532
50010	60.272148132	33616	202	6.0090432167	3.3514649868
50012	.343520105	4578	21	4.5871558189	61.1317939759
50013	 	 	20	 	 
50014	54.229972839	31246	119	3.8084874153	2.1943583488
50020	96.340057373	1150	0	0	0
50021	24.079135895	27566	11	.3990423083	.4568270147
50022	172.545211792	8361	0	0	0
50023	20.972337723	40518	10	.2468038946	.4768185616
50025	196.419799805	2976	0	0	0
50026	55.902721405	461	0	0	0
50027	27.696456909	357	0	0	0
50028	45.255775452	1648	0	0	0
50029	38.408653259	537	0	0	0
50031	 	 	0	 	 
50032	.425053686	563	0	0	0
50033	.194837183	20	0	0	0
50034	63.151920319	420	0	0	0
50035	43.231582642	8453	1	.1183011979	.0231312383
50036	191.683105469	16609	0	0	0
50038	3.865323067	155	0	0	0
50039	20.63527298	472	0	0	0
50040	 	 	0	 	 
50041	.141704127	61	0	0	0
50042	33.144477844	231	0	0	0
50044	47.927059174	956	0	0	0
50046	47.503448486	1776	0	0	0
50047	67.283882141	6497	0	0	0
50048	85.924026489	900	0	0	0
50049	208.617935181	6336	0	0	0
50050	77.724739075	692	0	0	0
50051	22.764539719	277	0	0	0
50052	18.415330887	71	0	0	0
50054	61.006900787	2912	0	0	0
50055	51.544658661	979	0	0	0
50056	60.915428162	1288	0	0	0
50057	18.562814713	288	0	0	0
50058	139.317886353	1864	0	0	0
50060	173.193527222	2629	0	0	0
50061	30.988910675	2474	0	0	0
50062	30.583488464	715	0	0	0
50063	66.20526886	2424	0	0	0
50064	19.144817352	140	0	0	0
50065	53.433757782	689	0	0	0
50066	25.362930298	201	0	0	0
50067	36.522285461	287	0	0	0
50068	42.989051819	274	0	0	0
50069	5.268048763	1077	0	0	0
50070	65.027282715	1234	0	0	0
50071	111.275085449	919	0	0	0
50072	89.721786499	2558	0	0	0
50073	26.199691772	1104	0	0	0
50074	48.586406708	303	0	0	0
50075	46.937950134	793	0	0	0
50076	109.449768066	1559	0	0	0
50078	.255961806	125	0	0	0
50101	10.129999161	35	0	0	0
50102	.50384903	150	0	0	0
50103	59.192539215	336	0	0	0
50104	15.103790283	66	0	0	0
50105	9.116150856	1088	0	0	0
50106	67.70500946	863	0	0	0
50107	51.642883301	1025	0	0	0
50108	81.532714844	384	0	0	0
50109	19.372407913	3221	0	0	0
50110	 	 	0	 	 
50111	25.113260269	15510	5	.3223726749	.1990980059
50112	182.208892822	11704	0	0	0
50115	172.220214844	2647	0	0	0
50116	16.244289398	139	0	0	0
50117	27.096345902	138	0	0	0
50118	11.312026024	890	0	0	0
50119	15.975209236	264	0	0	0
50120	16.980401993	440	0	0	0
50122	84.181297302	1438	0	0	0
50123	82.789512634	739	0	0	0
50124	20.749362946	4259	0	0	0
50125	162.392990112	20476	0	0	0
50126	136.634857178	6412	0	0	0
50127	.586487234	0	0	 	0
50128	28.242105484	412	0	0	0
50129	165.351303101	5119	0	0	0
50130	64.149131775	1596	0	0	0
50131	23.690223694	21907	33	1.5063678026	1.3929796219
50132	31.076536179	321	0	0	0
50133	71.322662354	483	0	0	0
50134	19.451156616	896	0	0	0
50135	72.955207825	1350	0	0	0
50136	39.817657471	470	0	0	0
50137	 	 	0	 	 
50138	168.149612427	11725	0	0	0
50139	85.368942261	1154	0	0	0
50140	92.665855408	2925	0	0	0
50141	37.225223541	419	0	0	0
50142	.69247961	840	0	0	0
50143	35.535171509	622	0	0	0
50144	143.371948242	2694	0	0	0
50145	 	 	0	 	 
50146	32.452037811	509	0	0	0
50147	64.915168762	354	0	0	0
50148	18.720191956	419	0	0	0
50149	81.907318115	963	0	0	0
50150	56.02261734	941	0	0	0
50151	79.061424255	612	0	0	0
50152	 	 	0	 	 
50153	33.385135651	853	0	0	0
50154	23.669651032	540	0	0	0
50155	30.692884445	192	0	0	0
50156	88.48588562	4856	0	0	0
50157	66.716171265	881	0	0	0
50158	212.16041565	30736	98	3.1884434223	.4619146287
50160	.367897451	504	0	0	0
50161	79.167274475	2033	0	0	0
50162	50.038692474	1246	0	0	0
50163	.475903332	839	0	0	0
50164	49.398830414	576	0	0	0
50165	.426966816	125	0	0	0
50166	59.654006958	1829	0	0	0
50167	41.489803314	865	0	0	0
50168	38.406852722	990	0	0	0
50169	45.63432312	2954	0	0	0
50170	83.169891357	3045	0	0	0
50171	109.812805176	2585	0	0	0
50173	33.074012756	895	0	0	0
50174	104.473518372	1459	0	0	0
50201	117.318473816	7940	0	0	0
50206	46.006572723	531	0	0	0
50207	142.888687134	2196	0	0	0
50208	158.512145996	20189	0	0	0
50210	73.452827454	1380	0	0	0
50211	58.606266022	13404	0	0	0
50212	132.083404541	2820	0	0	0
50213	210.303482056	7076	0	0	0
50214	38.741065979	832	0	0	0
50216	51.725349426	2653	0	0	0
50217	72.116096497	570	0	0	0
50218	.447616339	221	0	0	0
50219	115.367332459	13298	0	0	0
50220	100.536003113	8971	0	0	0
50222	41.214191437	516	0	0	0
50223	29.004743576	452	0	0	0
50225	85.820068359	3319	0	0	0
50226	36.351894379	7197	0	0	0
50227	.705682755	76	0	0	0
50228	69.345916748	2849	0	0	0
50229	41.976531982	892	0	0	0
50230	88.54914093	1015	0	0	0
50231	.447090089	154	0	0	0
50232	34.265022278	565	0	0	0
50233	50.33247757	1510	0	0	0
50234	27.238243103	558	0	0	0
50235	48.1353302	331	0	0	0
50236	33.99105835	1689	0	0	0
50237	48.471912384	3105	0	0	0
50238	100.701499939	1400	0	0	0
50239	20.209754944	44	0	0	0
50240	75.29158783	2967	0	0	0
50241	 	 	0	 	 
50242	40.544906616	490	0	0	0
50243	.80228591	246	0	0	0
50244	25.168245316	1875	0	0	0
50246	41.029850006	813	0	0	0
50247	85.16204834	2653	0	0	0
50248	82.315834045	4114	0	0	0
50249	79.347511292	1198	0	0	0
50250	108.575317383	2384	0	0	0
50251	43.67622757	1465	0	0	0
50252	14.34469986	146	0	0	0
50254	42.669216156	291	0	0	0
50255	.190946057	51	0	0	0
50256	27.822528839	573	0	0	0
50257	43.798412323	1236	0	0	0
50258	53.971183777	1068	0	0	0
50261	64.930786133	2606	0	0	0
50262	35.095989227	301	0	0	0
50263	27.457014084	26838	0	0	0
50264	67.506072998	485	0	0	0
50265	19.296417236	32539	130	3.9952056408	6.7370018959
50266	22.309019089	30515	165	5.4071769714	7.3961119652
50268	46.561233521	1061	0	0	0
50269	 	 	0	 	 
50271	66.390159607	535	0	0	0
50272	.363091618	184	0	0	0
50273	195.246231079	8444	0	0	0
50274	47.845146179	139	0	0	0
50275	53.857704163	476	0	0	0
50276	82.442733765	2724	0	0	0
50277	39.096973419	429	0	0	0
50278	46.394615173	747	0	0	0
50309	2.713604689	8228	132	16.0427799225	48.6437835694
50310	8.036000252	31965	169	5.2870326042	21.0303630829
50311	2.551601171	15936	55	3.451305151	21.5550918579
50312	5.630041122	15732	64	4.0681414604	11.3675899506
50313	18.050962448	19306	72	3.7294106483	3.9887070656
50314	2.468903303	11231	86	7.6573767662	34.833278656
50315	10.298446655	36097	217	6.0115799904	21.071138382
50316	3.566910982	15892	80	5.0339794159	22.4283695221
50317	22.120986938	36665	166	4.5274786949	7.5041861534
50319	.182266086	0	13	 	71.324295044
50320	16.811511993	23724	42	1.7703591585	2.4982881546
50321	11.33650589	8663	26	3.0012698174	2.2934756279
50322	10.824326515	30980	54	1.7430599928	4.9887628555
50323	10.130452156	14870	13	.8742434382	1.2832596302
50324	1.403680563	4889	16	3.2726528645	11.398604393
50325	7.725258827	17278	34	1.967820406	4.4011468887
50327	15.769376755	12025	9	.7484407425	.5707263947
50401	148.165222168	28647	111	3.8747513294	.7491636872
50420	47.349758148	324	0	0	0
50421	91.88168335	2790	0	0	0
50423	142.174926758	2428	0	0	0
50424	139.202270508	1419	0	0	0
50426	.350946397	74	0	0	0
50427	 	 	0	 	 
50428	117.26461792	9064	0	0	0
50430	62.633167267	395	0	0	0
50431	.747329295	203	0	0	0
50432	.434626698	264	0	0	0
50433	47.527694702	194	0	0	0
50434	10.056595802	448	0	0	0
50435	40.485160828	606	0	0	0
50436	135.281570435	5617	0	0	0
50438	127.512817383	4092	0	0	0
50439	33.047412872	245	0	0	0
50440	29.180299759	368	0	0	0
50441	148.351928711	5251	0	0	0
50444	21.185533524	284	0	0	0
50446	39.246326447	526	0	0	0
50447	103.553710938	1238	0	0	0
50448	62.544933319	651	0	0	0
50449	41.121379852	830	0	0	0
50450	84.539474487	2890	0	0	0
50451	61.356933594	523	0	0	0
50452	47.5753479	1121	0	0	0
50453	43.655769348	627	0	0	0
50454	14.657227516	48	0	0	0
50455	32.512840271	506	0	0	0
50456	49.930870056	1854	0	0	0
50457	34.023368835	438	0	0	0
50458	70.666244507	2404	0	0	0
50459	142.803573609	2967	0	0	0
50460	35.437282562	357	0	0	0
50461	177.604064942	5488	0	0	0
50464	24.598743439	601	0	0	0
50465	3.31457901	153	0	0	0
50466	138.757156372	1921	0	0	0
50467	1.121857286	114	0	0	0
50468	98.628875732	1304	0	0	0
50469	86.578445435	1540	0	0	0
50470	23.173301697	219	0	0	0
50471	42.874156952	648	0	0	0
50472	122.870872498	2398	0	0	0
50473	34.736850739	213	0	0	0
50475	95.067398071	1411	0	0	0
50476	38.727256775	668	0	0	0
50477	18.899168015	306	0	0	0
50478	76.471252441	709	0	0	0
50479	58.213478088	644	0	0	0
50480	63.78635788	840	0	0	0
50482	29.969394684	750	0	0	0
50483	80.800567627	738	0	0	0
50484	43.281852722	357	0	0	0
50501	152.155090332	27881	159	5.7028083801	1.0449863672
50510	86.625518799	994	0	0	0
50511	129.976028442	6819	0	0	0
50514	113.204307556	1287	0	0	0
50515	38.362598419	209	0	0	0
50516	25.818656921	578	0	0	0
50517	75.150657654	1079	0	0	0
50518	28.867940903	446	0	0	0
50519	53.648262024	660	0	0	0
50520	22.584859848	175	0	0	0
50521	1.220410228	77	0	0	0
50522	66.722793579	978	0	0	0
50523	42.051410675	561	0	0	0
50524	57.179977417	582	0	0	0
50525	136.094528198	3440	0	0	0
50527	47.495765686	178	0	0	0
50528	74.499641419	364	0	0	0
50529	.507174134	751	0	0	0
50530	62.720535278	1220	0	0	0
50531	38.80292511	212	0	0	0
50532	75.449905396	863	0	0	0
50533	97.664054871	4051	0	0	0
50535	62.606029511	1021	0	0	0
50536	142.280731201	4286	0	0	0
50538	35.526237488	479	0	0	0
50539	56.115783691	454	0	0	0
50540	107.139671326	1054	0	0	0
50541	91.235054016	938	0	0	0
50542	66.063400269	873	0	0	0
50543	79.205078125	1404	0	0	0
50544	31.727180481	573	0	0	0
50545	35.88073349	166	0	0	0
50546	53.157749176	327	0	0	0
50548	124.277984619	5458	0	0	0
50551	26.935640335	90	0	0	0
50552	 	 	0	 	 
50554	92.256858826	1581	0	0	0
50556	37.163955689	187	0	0	0
50557	47.909305573	740	0	0	0
50558	49.261924744	728	0	0	0
50559	35.501094818	359	0	0	0
50560	78.897026062	586	0	0	0
50561	48.381801605	535	0	0	0
50562	62.648857117	355	0	0	0
50563	101.446685791	2524	0	0	0
50565	43.509792328	369	0	0	0
50566	36.112014771	422	0	0	0
50567	30.444887161	256	0	0	0
50568	81.982749939	1380	0	0	0
50569	20.890045166	645	0	0	0
50570	43.357849121	211	0	0	0
50571	47.282775879	285	0	0	0
50573	.425439805	97	0	0	0
50574	108.313842774	1946	0	0	0
50575	62.099533081	743	0	0	0
50576	36.099925995	287	0	0	0
50577	38.935840607	352	0	0	0
50578	69.064361572	590	0	0	0
50579	140.589675903	2729	0	0	0
50581	95.76651001	865	0	0	0
50582	21.473834991	248	0	0	0
50583	115.592353821	2415	0	0	0
50585	66.782470703	1303	0	0	0
50586	32.545139313	259	0	0	0
50588	138.808258057	12695	0	0	0
50590	80.75932312	845	0	0	0
50591	29.417039871	472	0	0	0
50592	 	 	0	 	 
50593	.189221725	32	0	0	0
50594	26.213148117	166	0	0	0
50595	153.519378662	8875	0	0	0
50597	83.045669556	1038	0	0	0
50598	69.044372559	1015	0	0	0
50599	48.6822052	444	0	0	0
50601	139.412689209	2571	0	0	0
50602	78.909370422	1545	0	0	0
50603	45.112411499	418	0	0	0
50604	71.525108337	1643	0	0	0
50605	16.871433258	232	0	0	0
50606	67.301086426	893	0	0	0
50607	47.731189728	366	0	0	0
50608	 	 	0	 	 
50609	33.013565063	287	0	0	0
50611	31.643093109	340	0	0	0
50612	27.684082031	331	0	0	0
50613	127.577293396	43945	26	.5916486382	.2037980258
50616	176.167755127	10031	0	0	0
50619	84.092941284	2126	0	0	0
50620	.145381749	46	0	0	0
50621	62.890010834	1632	0	0	0
50622	25.650396347	3067	0	0	0
50623	 	 	0	 	 
50624	51.427703857	1460	0	0	0
50625	61.068286896	1023	0	0	0
50626	50.582180023	1660	0	0	0
50627	105.549072266	3165	0	0	0
50628	113.374893189	1136	0	0	0
50629	75.325035095	2645	0	0	0
50630	83.973052979	1576	0	0	0
50631	 	 	0	 	 
50632	42.152313232	1227	0	0	0
50633	42.297409058	446	0	0	0
50634	.35794875	771	0	0	0
50635	82.811073303	1445	0	0	0
50636	116.490180969	1868	0	0	0
50638	93.975334168	3307	0	0	0
50641	45.033584595	1358	0	0	0
50642	31.328681946	636	0	0	0
50643	57.619564056	2847	0	0	0
50644	144.973999024	8863	0	0	0
50645	85.631637573	1108	0	0	0
50647	30.397111893	2403	0	0	0
50648	83.255386353	4223	0	0	0
50649	 	 	0	 	 
50650	40.872947693	792	0	0	0
50651	114.490592957	3657	0	0	0
50652	.373296708	90	0	0	0
50653	51.707496643	713	0	0	0
50654	53.268707275	405	0	0	0
50655	35.755908966	856	0	0	0
50657	 	 	0	 	 
50658	78.014755249	2247	0	0	0
50659	152.992095947	5929	0	0	0
50660	34.923397064	1241	0	0	0
50662	70.44569397	6432	0	0	0
50664	.941506624	35	0	0	0
50665	98.90361023	2871	0	0	0
50666	49.372238159	955	0	0	0
50667	1.901407599	818	0	0	0
50668	33.750736237	1118	0	0	0
50669	96.747291565	2400	0	0	0
50670	55.094718933	2278	0	0	0
50671	21.910482407	208	0	0	0
50672	37.340637207	520	0	0	0
50673	.168516219	189	0	0	0
50674	158.934494019	3861	0	0	0
50675	112.093734741	2525	0	0	0
50676	56.265640259	2388	0	0	0
50677	128.557647705	12428	0	0	0
50680	57.655403137	1048	0	0	0
50681	24.293123245	371	0	0	0
50682	86.556350708	1906	0	0	0
50701	79.117378235	30515	24	.7864984274	.3033467531
50702	9.775493622	19833	19	.957999289	1.9436358213
50703	93.230201721	18906	19	1.004971981	.2037966251
50707	8.21257019	8132	1	.1229709759	.121764563
50801	207.198501587	9252	0	0	0
50830	121.539146423	1885	0	0	0
50831	 	 	0	 	 
50833	212.906204224	2162	0	0	0
50835	15.190917015	75	0	0	0
50836	86.955757141	281	0	0	0
50837	52.49148941	330	0	0	0
50839	.501361012	52	0	0	0
50840	46.177070618	675	0	0	0
50841	228.378204346	2393	0	0	0
50842	.258466065	69	0	0	0
50843	72.313209534	402	0	0	0
50845	111.863739014	803	0	0	0
50846	95.440582275	1044	0	0	0
50847	.227939263	51	0	0	0
50848	47.854129791	225	0	0	0
50849	114.1251297	2434	0	0	0
50851	132.554397583	2100	0	0	0
50853	74.713508606	817	0	0	0
50854	138.878570557	2598	0	0	0
50857	49.382167816	165	0	0	0
50858	79.922203064	693	0	0	0
50859	79.656181336	703	0	0	0
50860	40.009632111	135	0	0	0
50861	40.535068512	289	0	0	0
50862	21.9199543	222	0	0	0
50863	27.513530731	215	0	0	0
50864	147.554702759	1858	0	0	0
51001	165.201858521	2167	0	0	0
51002	109.688056946	2682	0	0	0
51003	54.36403656	1920	0	0	0
51004	84.196342468	865	0	0	0
51005	94.250976563	1318	0	0	0
51006	78.719955444	1176	0	0	0
51007	35.249317169	521	0	0	0
51008	.281817138	140	0	0	0
51009	.266343296	147	0	0	0
51010	72.030357361	365	0	0	0
51011	.418918908	56	0	0	0
51012	147.744934082	6139	0	0	0
51014	55.661346436	415	0	0	0
51015	 	 	0	 	 
51016	104.815185547	1366	0	0	0
51018	32.61177063	570	0	0	0
51019	89.761100769	721	0	0	0
51020	56.951396942	682	0	0	0
51022	76.177642822	824	0	0	0
51023	119.866920471	3536	0	0	0
51024	87.303100586	2076	0	0	0
51025	106.385116577	1903	0	0	0
51026	110.417366028	970	0	0	0
51027	90.018562317	1140	0	0	0
51028	124.399734497	2231	0	0	0
51029	26.955406189	290	0	0	0
51030	58.878078461	1624	0	0	0
51031	234.147964478	12021	0	0	0
51033	61.491252899	419	0	0	0
51034	116.70677948	1621	0	0	0
51035	106.183143616	1688	0	0	0
51036	42.547851563	805	0	0	0
51037	23.570856094	332	0	0	0
51038	89.322738648	1831	0	0	0
51039	86.247375488	2800	0	0	0
51040	129.510757446	3458	0	0	0
51041	70.934669495	7070	0	0	0
51044	33.676280975	332	0	0	0
51045	 	 	0	 	 
51046	93.263763428	1461	0	0	0
51047	76.597190857	829	0	0	0
51048	36.930801392	558	0	0	0
51049	44.974292755	512	0	0	0
51050	139.499389649	2763	0	0	0
51051	3.346767187	89	0	0	0
51052	61.681316376	1000	0	0	0
51053	74.28062439	1078	0	0	0
51054	38.677970886	5423	6	1.1063987017	.1551270634
51055	62.761432648	1290	0	0	0
51056	33.59412384	461	0	0	0
51058	85.701408386	911	0	0	0
51060	59.131954193	535	0	0	0
51061	48.594726563	440	0	0	0
51062	55.817436218	389	0	0	0
51063	72.786247253	1082	0	0	0
51101	1.203259587	685	42	61.3138694764	34.9051856995
51103	12.063895226	16784	110	6.5538606644	9.1181163788
51104	7.475358963	22066	115	5.2116379738	15.3838768005
51105	5.951965809	10690	50	4.6772685051	8.4005861282
51106	33.493141174	26494	123	4.642560482	3.6723937988
51108	46.001594543	5961	19	3.1873846054	.4130291641
51109	17.608665466	3218	21	6.5257925987	1.1925946474
51111	6.062522411	123	17	138.2113800049	2.8041133881
51201	115.656639099	5900	0	0	0
51230	23.550680161	367	0	0	0
51231	24.207942963	583	0	0	0
51232	60.982570648	738	0	0	0
51234	49.799472809	1235	0	0	0
51235	53.50214386	1147	0	0	0
51237	97.056007385	1541	0	0	0
51238	49.158843994	1185	0	0	0
51239	66.995399475	2967	0	0	0
51240	100.42842865	2172	0	0	0
51241	89.612686157	2025	0	0	0
51242	5.446042538	194	0	0	0
51243	52.297241211	639	0	0	0
51244	.378200203	114	0	0	0
51245	77.358673096	1389	0	0	0
51246	161.110488892	3853	0	0	0
51247	112.601036072	4905	0	0	0
51248	79.149055481	1689	0	0	0
51249	126.590316773	3186	0	0	0
51250	73.275444031	9032	0	0	0
51301	157.667755127	12161	0	0	0
51331	1.604656458	976	0	0	0
51333	59.796180725	436	0	0	0
51334	186.209976196	6875	0	0	0
51338	72.38117981	938	0	0	0
51340	 	 	0	 	 
51341	.340769917	26	0	0	0
51342	79.908782959	1471	0	0	0
51343	28.130302429	287	0	0	0
51345	57.157089233	451	0	0	0
51346	146.176940918	2108	0	0	0
51347	81.035240173	1515	0	0	0
51350	44.54655838	486	0	0	0
51351	107.99458313	4577	0	0	0
51354	85.375816345	1107	0	0	0
51355	2.540092707	951	0	0	0
51357	37.283668518	716	0	0	0
51358	80.262252808	1364	0	0	0
51360	105.222541809	8282	0	0	0
51363	.424308509	250	0	0	0
51364	63.308757782	869	0	0	0
51365	21.587242126	385	0	0	0
51366	62.329685211	336	0	0	0
51401	168.576721192	11838	0	0	0
51430	40.138580322	1350	0	0	0
51431	37.857597351	341	0	0	0
51432	 	 	0	 	 
51433	56.800712585	643	0	0	0
51436	60.836391449	924	0	0	0
51439	85.931350708	943	0	0	0
51440	26.408258438	304	0	0	0
51441	20.147317886	431	0	0	0
51442	159.594238281	9615	0	0	0
51443	101.17275238	1355	0	0	0
51444	1.386334896	250	0	0	0
51445	125.206321716	2583	0	0	0
51446	35.774482727	570	0	0	0
51447	36.686447144	210	0	0	0
51448	57.594871521	582	0	0	0
51449	89.677330017	2050	0	0	0
51450	56.638347626	1445	0	0	0
51451	.376191288	96	0	0	0
51452	 	 	0	 	 
51453	78.763015747	607	0	0	0
51454	96.844978333	1421	0	0	0
51455	112.934120178	2223	0	0	0
51458	97.111213684	1220	0	0	0
51459	.552359283	90	0	0	0
51460	 	 	0	 	 
51461	54.402866364	1207	0	0	0
51462	114.148796082	1014	0	0	0
51463	29.981245041	488	0	0	0
51465	63.596710205	905	0	0	0
51466	52.199630737	1303	0	0	0
51467	57.441646576	575	0	0	0
51501	23.946531296	35511	0	0	0
51503	121.680656433	36846	0	0	0
51510	1.794411302	3799	4	1.052908659	2.2291433811
51520	21.216850281	233	0	0	0
51521	87.408843994	1731	0	0	0
51523	50.180263519	394	0	0	0
51525	61.908737183	1131	0	0	0
51526	43.57900238	1871	0	0	0
51527	42.264163971	607	0	0	0
51528	71.124542236	713	0	0	0
51529	132.339355469	1887	0	0	0
51530	53.698253632	616	0	0	0
51531	27.260818481	732	0	0	0
51532	59.724609375	661	0	0	0
51533	79.928733826	933	0	0	0
51534	100.482353211	9498	0	0	0
51535	135.333602905	1873	0	0	0
51536	50.812763214	395	0	0	0
51537	163.786819458	6478	0	0	0
51540	57.405971527	360	0	0	0
51541	42.879341126	419	0	0	0
51542	37.875293732	1062	0	0	0
51543	21.965768814	419	0	0	0
51544	49.337608337	668	0	0	0
51545	46.460601807	334	0	0	0
51546	121.4737854	2966	0	0	0
51548	26.756271362	500	0	0	0
51549	31.377969742	517	0	0	0
51550	.542149961	138	0	0	0
51551	81.916473389	1618	0	0	0
51552	30.186635971	254	0	0	0
51553	45.446151733	1035	0	0	0
51554	3.316759348	220	0	0	0
51555	146.105270386	4493	0	0	0
51556	49.464420319	445	0	0	0
51557	75.278015137	828	0	0	0
51558	84.864883423	603	0	0	0
51559	86.110275269	1820	0	0	0
51560	91.59223938	2047	0	0	0
51561	56.139640808	1199	0	0	0
51562	33.976737976	451	0	0	0
51563	53.704730988	738	0	0	0
51564	37.200679779	364	0	0	0
51565	45.658679962	538	0	0	0
51566	176.399429321	6526	0	0	0
51570	63.423324585	930	0	0	0
51571	46.007095337	673	0	0	0
51572	41.713783264	442	0	0	0
51573	58.456760407	1055	0	0	0
51575	47.824680328	1442	0	0	0
51576	46.33562088	2301	0	0	0
51577	83.557800293	1084	0	0	0
51578	.068730429	86	0	0	0
